"Pregunta","Dificultad","Discriminación"
"EAES301920",0.604975175114298,1.35639332184468
"EAES301933",0.930159794803963,1.35639332184468
"EAES302315",1.08479282276283,1.35639332184468
"EAES302258",1.49019704760577,1.35639332184468
"EAES302288",1.50458607927344,1.35639332184468
"EAES301769",-0.749063352223755,1.13949633312783
"EAES301976",-0.715089447763247,1.13949633312783
"EAES301965",-0.328301821700942,1.13949633312783
"EAES301928",0.295635401038407,1.13949633312783
"EAES301757",0.426843539651438,1.13949633312783
"EAES301932",0.48804841952079,1.13949633312783
"EAES302257",0.837271714071328,1.13949633312783
"EAES301919",1.0419419811476,1.13949633312783
"EAES302269",1.2245502657036,1.13949633312783
"EAES301781",1.40873301813574,1.13949633312783
"EAES301788",1.47863026431429,1.13949633312783
"EAES302287",1.58093987265117,1.13949633312783
"EAES301931",0.517499771031357,2.13405093965925
"EAES301756",0.623238357764242,2.13405093965925
"EAES301768",0.658534039057041,2.13405093965925
"EAES301780",0.766068616452503,2.13405093965925
"EAES302267",0.766097023977627,2.13405093965925
"EAES301932",0.990648186796942,2.13405093965925
"EAES301787",0.990762516386659,2.13405093965925
"EAES301927",1.03002946297488,2.13405093965925
"EAES301975",1.0701884099196,2.13405093965925
"EAES301965",1.15291693887838,2.13405093965925
"EAES301918",1.15291693887838,2.13405093965925
"EAES302256",1.48513013054632,2.13405093965925
"EAES301966",-0.179358138103187,1.06557993840875
"EAES301927",0.151905119495442,1.06557993840875
"EAES301767",0.220286781624074,1.06557993840875
"EAES301974",0.403813061584398,1.06557993840875
"EAES301755",0.579050727509627,1.06557993840875
"EAES301932",0.638495216348649,1.06557993840875
"EAES302268",0.846100708955586,1.06557993840875
"EAES302255",0.960428145114596,1.06557993840875
"EAES301779",0.986343274367031,1.06557993840875
"EAES301917",1.37585202430908,1.06557993840875
"EAES301786",1.66489528928979,1.06557993840875
"EAES301930",2.38615828932218,1.06557993840875
