ZONA_INSTITUCION;DISTRITO_INSTITUCI;CIRCUITO_INSTITUCI;PROVINCIA_INSTITUCION;CANTON_INSTITUCION;PARROQUIA_INSTITUCION;AMIE;INSTITUCION;SOSTENIMIENTO_INSTITUCION;REGIMEN_INSTITUCI;ESTADO_INSTITUCION
4    ;13D04;13D04C09_a;MANABI;24 DE MAYO;ARQ. SIXTO DURÁN BALLÉN;13H03821;ESCUELA DE EDUCACION BASICA MARIA BRIGIDA ;FISCAL;COSTA;ACTIVO
4    ;13D04;13D04C09_b;MANABI;24 DE MAYO;ARQ. SIXTO DURÁN BALLÉN;13H03799;ESCUELA DE EDUCACION BASICA FISCAL FRANCISCO DE ;FISCAL;COSTA;ACTIVO
4    ;13D04;13D04C09_b;MANABI;24 DE MAYO;ARQ. SIXTO DURÁN BALLÉN;13H03800;ESCUELA DE EDUCACIÓN BÁSICA FISCAL 10 DE ;FISCAL;COSTA;ACTIVO
4    ;13D04;13D04C09_b;MANABI;24 DE MAYO;ARQ. SIXTO DURÁN BALLÉN;13H03824;UNIDAD EDUCATIVA SAN JACINTO;FISCAL;COSTA;ACTIVO
4    ;13D04;13D04C09_b;MANABI;24 DE MAYO;ARQ. SIXTO DURÁN BALLÉN;13H03817;ESCUELA DE EDUCACION BASICA FISCAL JUAN ;FISCAL;COSTA;ACTIVO
4    ;13D04;13D04C09_b;MANABI;24 DE MAYO;ARQ. SIXTO DURÁN BALLÉN;13H03825;ESCUELA DE EDUCACION BASICA FISCAL 9 DE OCTUBRE;FISCAL;COSTA;ACTIVO
4    ;13D04;13D04C04;MANABI;SANTA ANA;SANTA ANA DE VUELTA LARGA, CABECERA CANTONAL;13H03733;ESCUELA DE EDUCACION BASICA FISCAL PATRIA ;FISCAL;COSTA;ACTIVO
4    ;13D04;13D04C11_a;MANABI;24 DE MAYO;SUCRE, CABECERA CANTONAL;13H03684;ESCUELA DE EDUCACION BASICA FISCAL MANUEL J. ;FISCAL;COSTA;ACTIVO
4    ;13D04;13D04C11_a;MANABI;24 DE MAYO;SUCRE, CABECERA CANTONAL;13H03729;ESCUELA DE EDUCACION BASICA FISCAL PICHINCHA;FISCAL;COSTA;ACTIVO
4    ;13D04;13D04C04;MANABI;SANTA ANA;SANTA ANA DE VUELTA LARGA, CABECERA CANTONAL;13H03704;ESCUELA DE EDUCACION BASICA FISCAL RAMON PONCE ;FISCAL;COSTA;ACTIVO
4    ;13D04;13D04C11_a;MANABI;24 DE MAYO;SUCRE, CABECERA CANTONAL;13H03730;ESCUELA DE EDUCACION BASICA FISCAL LUIS AUGUSTO ;FISCAL;COSTA;ACTIVO
4    ;13D04;13D04C14;MANABI;OLMEDO;OLMEDO, CABECERA CANTONAL;13H04859;UNIDAD EDUCATIVA FISCOMISIONAL JOSÉ MARÍA VÉLAZ, ;FISCOMISIONAL;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00315;UNIDAD EDUCATIVA NUEVE DE DICIEMBRE;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00396;UNIDAD EDUCATIVA 9 DE OCTUBRE;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00357;UNIDAD EDUCATIVA 30 DE JULIO;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00149;UNIDAD EDUCATIVA BRASILIA;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00408;UNIDAD EDUCATIVA CIUDAD DE CARACAS;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00295;Unidad Educativa JULIO MORENO ESPINOSA;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00171;UNIDAD EDUCATIVA KASAMA;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00070;UNIDAD EDUCATIVA  ORGANIZACON DE LAS NACIONES ;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00482;ESCUELA DE EDUCACION BASICA 24 DE MAYO;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23B00003;CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL ;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00334;GABRIELA MISTRAL;PARTICULAR;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;ZARACAY;23H00398;UNIDAD EDUCATIVA PARTICULAR DANTE  ALIGHIERI;PARTICULAR;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;ZARACAY;23H00734;UNIDAD EDUCATIVA PARTICULAR PCEI CENTRAL;PARTICULAR;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00293;UNIDAD EDUCATIVA PARTICULAR CENTRAL;PARTICULAR;COSTA;ACTIVO
4    ;23D01;23D01C02_09_10;SANTO DOMINGO DE LOS ;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS, CABECERA CANTONAL Y ;23H00327;UNIDAD EDUCATIVA PARTICULAR PCEI ALFREDO PÉREZ ;PARTICULAR;COSTA;ACTIVO
4    ;23D01;23D01C12_a;SANTO DOMINGO DE LOS ;SANTO DOMINGO;EL ESFUERZO;23H00634;UNIDAD EDUCATIVA JOHN F KENNEDY;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C12_a;SANTO DOMINGO DE LOS ;SANTO DOMINGO;EL ESFUERZO;23H00636;Escuela de Educación Básica JUAN DE VELASCO;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C12_a;SANTO DOMINGO DE LOS ;SANTO DOMINGO;EL ESFUERZO;23H00631;ESCUELA DE EDUCACION BASICA RIO MARAÑON;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C12_a;SANTO DOMINGO DE LOS ;SANTO DOMINGO;EL ESFUERZO;23H00641;ESCUELA DE EDUCACION BASICA CIUDAD DE MACARA;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C12_b;SANTO DOMINGO DE LOS ;SANTO DOMINGO;EL ESFUERZO;23H00630;ESCUELA DE EDUCACION BASICA ISIDRO AYORA;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C12_a;SANTO DOMINGO DE LOS ;SANTO DOMINGO;EL ESFUERZO;23H00627;ESCUELA DE EDUCACION BASICA REMIGIO ROMERO Y ;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C12_a;SANTO DOMINGO DE LOS ;SANTO DOMINGO;EL ESFUERZO;23H00624;UNIDAD EDUCATIVA EL ESFUERZO;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C12_a;SANTO DOMINGO DE LOS ;SANTO DOMINGO;EL ESFUERZO;23H00618;UNIDAD EDUCATIVA PALMAR DEL BIMBE;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C16;SANTO DOMINGO DE LOS ;SANTO DOMINGO;LUZ DE AMÉRICA;23H00679;ESCUELA DE EDUCACON BASICA MARISCAL SUCRE;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C16;SANTO DOMINGO DE LOS ;SANTO DOMINGO;LUZ DE AMÉRICA;23H00543;UNIDAD EDUCATIVA LUZ DE AMERICA;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C16;SANTO DOMINGO DE LOS ;SANTO DOMINGO;LUZ DE AMÉRICA;23H00519;ASAAD BUCARAM;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C16;SANTO DOMINGO DE LOS ;SANTO DOMINGO;LUZ DE AMÉRICA;23H00520;ESCUELA DE EDUCACION BASICA ANTONIO BASTIDAS;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C16;SANTO DOMINGO DE LOS ;SANTO DOMINGO;LUZ DE AMÉRICA;23H00525;Escuela de Educación Básica LUIS CORDERO;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C16;SANTO DOMINGO DE LOS ;SANTO DOMINGO;LUZ DE AMÉRICA;23H00539;ESCUELA DE EDUCACION BASICA CARLOS JULIO ;FISCAL;COSTA;ACTIVO
4    ;23D01;23D01C16;SANTO DOMINGO DE LOS ;SANTO DOMINGO;LUZ DE AMÉRICA;23H00535;ESCUELA DE EDUCACION BASICA DR  HECTOR ABELARDO ;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C04;LOJA;PALTAS;GUACHANAMÁ;11H01195;ESCUELA DE EDUCACION BASICA VICENTE ANDA ;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C04;LOJA;PALTAS;GUACHANAMÁ;11H01186;ESCUELA DE EDUCACION BASICA GUACHANAMA;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C04;LOJA;PALTAS;GUACHANAMÁ;11H01805;ESCUELA DE EDUCACION BASICA ISAURO BORRERO ;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C04;LOJA;PALTAS;GUACHANAMÁ;11H01793;ESCUELA DE EDUCACION BASICA DEMOSTENES;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C04;LOJA;PALTAS;GUACHANAMÁ;11H01179;ESCUELA DE EDUCACIÓN BÁSICA BRAULIO BARILLAS;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C04;LOJA;PALTAS;GUACHANAMÁ;11H01180;ESCUELA DE EDUCACION BASICA ESTHER CARRION;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C04;LOJA;PALTAS;GUACHANAMÁ;11H01182;ESCUELA DE EDUCACION BASICA NICANOR GUERRERO;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C04;LOJA;PALTAS;GUACHANAMÁ;11H01178;ESCUELA DE EDUCACION BASICA JOSE MARIA ALDEAN;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C04;LOJA;PALTAS;GUACHANAMÁ;11H01198;ESCUELA DE EDUCACION BASICA PARCIALIDAD DE LOS ;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C04;LOJA;PALTAS;GUACHANAMÁ;11H01184;ESCUELA DE EDUCACION BASICA EMILIANO GUERRERO;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C05;LOJA;PALTAS;ORIANGA;11H01223;ESCUELA DE EDUCACION BASICA SANTOS EFRAIN ;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C05;LOJA;PALTAS;ORIANGA;11H01226;ESCUELA DE EDUCACION BASICA DR BERNARDO RIOFRIO;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C05;LOJA;PALTAS;ORIANGA;11H01227;ESCUELA DE EDUCACION BASICA REPUBLICA DE SURINAN;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C05;LOJA;PALTAS;ORIANGA;11H01214;ESCUELA DE EDUCACIÓN BÁSICA CIUDAD DE ASUNCIÓN;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C05;LOJA;PALTAS;ORIANGA;11H01213;ESCUELA DE EDUCACION BASICA MIGUEL ANGEL ;FISCAL;COSTA;ACTIVO
7    ;11D03;11D03C05;LOJA;PALTAS;ORIANGA;11H01229;ESCUELA DE EDUCACION BASICA PROVINCIA DE PASTAZA;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C06;LOJA;PINDAL;CHAQUINAL;11H01661;ESCUELA DE EDUCACIÓN BÁSICA LUZ ANGELICA ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C06;LOJA;PINDAL;CHAQUINAL;11H01662;ESCUELA DE EDUCACIÓN BÁSICA NATIVIDAD PARRALES;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C06;LOJA;PINDAL;CHAQUINAL;11H01663;ESCUELA DE EDUCACION BASICA MANUEL ELICIO FLOR;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C06;LOJA;PINDAL;CHAQUINAL;11H01659;ESCUELA DE EDUCACIÓN BÁSICA ABRAHAM LINCOLN;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_b;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01640;ESCUELA DE EDUCACIÓN BÁSICA RAMÓN PINTO GUZMAN;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_b;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01628;ESCUELA DE EDUCACIÓN BÁSICA JOSÉ MARÍA URBINA;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_b;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01642;ESCUELA DE EDUCACIÓN BÁSICA MARCO SEGUNDO ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_b;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01627;ESCUELA DE EDUCACIÓN BÁSICA SR LUIS FELIPE ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_b;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01658;ESCUELA DE EDUCACIÓN BÁSICA ALFREDO PEREZ ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_b;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01634;CENTRO DE EDUCACIÓN INICIAL  MARÍA ANGÉLICA ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C06;LOJA;PINDAL;12 DE DICIEMBRE (CAB.EN ACHIOTES);11H01669;ESCUELA DE EDUCACIÓN BÁSICA ROSA ELENA TRANSITO ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C06;LOJA;PINDAL;12 DE DICIEMBRE (CAB.EN ACHIOTES);11H01671;ESCUELA DE EDUCACIÓN BÁSICA MONTECRISTI;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C06;LOJA;PINDAL;12 DE DICIEMBRE (CAB.EN ACHIOTES);11H01674;ESCUELA DE EDUCACIÓN BÁSICA SOLDADO VICTOR ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C06;LOJA;PINDAL;12 DE DICIEMBRE (CAB.EN ACHIOTES);11H01667;ESCUELA DE EDUCACION BASICA JUAN PIO MONTUFAR;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C06;LOJA;PINDAL;12 DE DICIEMBRE (CAB.EN ACHIOTES);11H01673;ESCUELA DE EDUCACION BASICA DOLORES SUCRE;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01638;ESCUELA DE EDUCACIÓN BÁSICA AMABLE GUILLERMO ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C06;LOJA;PINDAL;12 DE DICIEMBRE (CAB.EN ACHIOTES);11H01670;ESCUELA DE EDUCACION BASICA ANTONIO NEUMANE;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_b;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01651;ESCUELA DE EDUCACIÓN BÁSICA JORGE ISAAC ESPINOZA;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_b;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01653;ESCUELA DE EDUCACIÓN BÁSICA ROSALIA VACA DE ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01656;ESCUELA DE EDUCACIÓN BÁSICA LUIS MIGUEL JIMENEZ ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01654;ESCUELA DE EDUCACIÓN BÁSICA CORDILLERA DE LOS ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01639;ESCUELA DE EDUCACIÓN BÁSICA VICTOR MIGUEL ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01633;ESCUELA DE EDUCACIÓN BÁSICA SUBTENIENTE ANGEL ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01641;ESCUELA DE EDUCACIÓN BÁSICA SUA;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01655;ESCUELA DE EDUCACIÓN BÁSICA SIMON ROJAS;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01678;ESCUELA DE EDUCACIÓN BÁSICA NARCISA DE JESUS ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01629;ESCUELA DE EDUCACIÓN BÁSICA LIC. ELVIA MACRINA ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01646;ESCUELA DE EDUCACIÓN BÁSICA JOSÉ RODRIGUEZ DE LA ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01649;ESCUELA DE EDUCACIÓN BÁSICA JAMBELI;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01759;ESCUELA DE EDUCACIÓN BÁSICA FERNANDO ARTIEDA ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01644;ESCUELA DE EDUCACIÓN BÁSICA ELENA DE TROYA;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01632;ESCUELA DE EDUCACIÓN BÁSICA EDUARDO HANNER;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01624;ESCUELA DE EDUCACIÓN BÁSICA ANGEL SALVADOR ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C07_a;LOJA;PINDAL;PINDAL, CABECERA CANTONAL;11H01645;ESCUELA DE EDUCACIÓN BÁSICA CIUDAD DE ROMA;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C02;LOJA;CELICA;CELICA, CABECERA CANTONAL;11H00717;ESCUELA DE EDUCACIÓN BÁSICA  PADRE JUAN DE ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C01_c;LOJA;CELICA;POZUL (SAN JUAN DE POZUL);11H00718;ESCUELA DE EDUCACIÓN BÁSICA  RUTH PALACIOS DE ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C02;LOJA;CELICA;CELICA, CABECERA CANTONAL;11H00736;ESCUELA DE EDUCACIÓN BÁSICA FAE;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C02;LOJA;CELICA;CELICA, CABECERA CANTONAL;11H00723;ESCUELA DE EDUCACION BASICA PEDRO JOSE TRAJANO ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C02;LOJA;CELICA;CELICA, CABECERA CANTONAL;11H00733;ESCUELA DE EDUCACIÓN BÁSICA SOLDADO SEGUNDO ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C02;LOJA;CELICA;CELICA, CABECERA CANTONAL;11H00732;ESCUELA DE EDUCACIÓN BÁSICA DR SABULON ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C02;LOJA;CELICA;CELICA, CABECERA CANTONAL;11H00746;ESCUELA DE EDUCACIÓN BÁSICA RIO MALACATOS;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C02;LOJA;CELICA;CELICA, CABECERA CANTONAL;11H00731;ESCUELA DE EDUCACIÓN BÁSICA  RIO CANCHIS;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C02;LOJA;CELICA;CELICA, CABECERA CANTONAL;11H00745;ESCUELA DE EDUCACIÓN BÁSICA LOS RIOS N 203;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C02;LOJA;CELICA;CELICA, CABECERA CANTONAL;11H00716;ESCUELA DE EDUCACIÓN BÁSICA FRANCISCO ENRIQUE ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C02;LOJA;CELICA;CELICA, CABECERA CANTONAL;11H00742;ESCUELA DE EDUCACIÓN BÁSICA AURELIO GONZALEZ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C01_c;LOJA;CELICA;POZUL (SAN JUAN DE POZUL);11H00774;ESCUELA DE EDUCACIÓN BÁSICA MADRE TERESA DE ;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C02;LOJA;CELICA;CELICA, CABECERA CANTONAL;11H00762;ESCUELA DE EDUCACIÓN BÁSICA JUAN JOSÉ FERIA PUCHA;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C01_c;LOJA;CELICA;POZUL (SAN JUAN DE POZUL);11H00771;ESCUELA DE EDUCACION BASICA QUININDE;FISCAL;COSTA;ACTIVO
7    ;11D04;11D04C01_c;LOJA;CELICA;POZUL (SAN JUAN DE POZUL);11H00764;ESCUELA DE EDUCACION BASICA DR. JOSE JAVIER ;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C03;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H05126;NUEVO AMANECER;PARTICULAR;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H04047;ELIO ROMERO;PARTICULAR;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H03977;ESCUELA DE EDUCACIÓN BÁSICA 10 DE AGOSTO;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H04837;Escuela de Educación Básica JUAN LEON MERA;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H04637;ESCUELA DE EDUCACION BASICA DIEZ DE AGOSTO;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H04839;ESCUELA DE EDUCACION BASICA BELLAVISTA;FISCAL;COSTA;ACTIVO
4    ;13D07;13D07C14;MANABI;CHONE;CHIBUNGA;13H05171;ESCUELA DE EDUCACION BASICA  SIMON BOLIVAR;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H04628;ESCUELA DE EDUCACION BASICA SIMON VALDEZ;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H04055;ESCUELA DE EDUCACION BASICA ATILIO ZAMBRANO;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H04054;ESCUELA DE EDUCACION BASICA 9 DE OCTUBRE;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H04038;ESCUELA DE EDUCACION BASICA JOSE MARTINES ROBLES;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H04647;ESCUELA DE EDUCACION BASICA JOSE DOLORES;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H04635;ESCUELA DE EDUCACION BASICA DR. UBERTO PARADA ;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H03968;ESCUELA DE EDUCACION BASICA TENIENTE HUGO ORTIZ;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H03934;ESCUELA DE EDUCACION BASICA SENEY MARCOS SUBIA;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H03878;ESCUELA DE EDUCACION BASICA 16 DE SEPTIEMBRE;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H03870;ESCUELA DE EDUCACION BASICA  PRIMERO DE MAYO;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H03868;UNIDAD EDUCATIVA CAÑAVERAL DEL NARANJO;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H03856;ESCUELA DE EDUCACION BASICA 6 DE DICIEMBRE;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C01;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H04052;Escuela de Educación Básica Simon Bolivar;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C02;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H03843;PEDERNALES;PARTICULAR;COSTA;ACTIVO
4    ;13D10;13D10C02;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H03925;UNIDAD EDUCATIVA ILINIZA NORTE;PARTICULAR;COSTA;ACTIVO
4    ;13D10;13D10C02;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H03924;ESCUELA DE EDUCACION BASICA NUEVO ECUADOR ;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C02;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H03930;UNIDAD EDUCATIVA MITAD DEL MUNDO;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C02;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H03838;UNIDAD EDUCATIVA ALFREDO DUEÑAS VELASQUEZ;FISCAL;COSTA;ACTIVO
4    ;13D10;13D10C02;MANABI;PEDERNALES;PEDERNALES, CABECERA CANTONAL;13H03933;UNIDAD EDUCATIVA GABRIELA MISTRAL;FISCAL;COSTA;ACTIVO
