ZONA_INSTITUCION;DISTRITO_INSTITUCI;CIRCUITO_INSTITUCI;PROVINCIA_INSTITUCION;CANTON_INSTITUCION;PARROQUIA_INSTITUCION;AMIE;INSTITUCION;SOSTENIMIENTO_INSTITUCION;REGIMEN_INSTITUCI;ESTADO_INSTITUCION
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00137;UNIDAD EDUCATIVA GRAL ELOY ALFARO DELGADO;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00138;UNIDAD EDUCATIVA BOLIVAR;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;MATRIZ;18H00140;ESCUELA DE EDUCACION BASICA CENTRO ESCOLAR ;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;MATRIZ;18H00141;UNIDAD EDUCATIVA RODRIGUEZ ALBORNOZ;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;MATRIZ;18H00144;UNIDAD EDUCATIVA LEON BECERRA;PARTICULAR;SIERRA;ACTIVO
3    ;18D02;18D02C01_05_06;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00145;ESCUELA DE EDUCACION BASICA ALFONSO TROYA;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C01_05_06;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00146;UNIDAD EDUCATIVA LA GRAN MURALLA;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;SAN FRANCISCO;18H00154;Unidad Educativa La Providencia;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00155;UNIDAD EDUCATIVA PCEI JUAN LEÓN MERA;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00156;ESCUELA DE EDUCACIÓN BÁSICA JUAN BAUTISTA  ;FISCOMISIONAL;SIERRA;ACTIVO
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00157;UNIDAD EDUCATIVA JUAN MONTALVO;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;SAN FRANCISCO;18H00158;UNIDAD EDUCATIVA PCEI REPÚBLICA DE ARGENTINA;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;MATRIZ;18H00160;UNIDAD EDUCATIVA ADVENTISTA AMBATO;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;MATRIZ;18H00161;ESCUELA DE EDUCACION BASICA LA GRANJA;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C04_08;TUNGURAHUA;AMBATO;AMBATILLO;18H00162;UNIDAD EDUCATIVA JOSE JOAQUIN OLMEDO;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C10;TUNGURAHUA;AMBATO;ATAHUALPA (CHISALATA);18H00168;ESCUELA DE EDUCACION BASICA LOS NOGALES;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C10;TUNGURAHUA;AMBATO;ATAHUALPA (CHISALATA);18H00169;ESCUELA DE EDUCACION BASICA ERNESTO BUCHELI;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00143;UNIDAD EDUCATIVA CARMEN BARONA;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C10;TUNGURAHUA;AMBATO;ATAHUALPA (CHISALATA);18H00171;UNIDAD EDUCATIVA ALEMÁN;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C10;TUNGURAHUA;AMBATO;ATAHUALPA (CHISALATA);18H00176;UNIDAD EDUCATIVA CÉSAR AUGUSTO SALAZAR CHÁVEZ;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C10;TUNGURAHUA;AMBATO;AUGUSTO N. MARTÍNEZ (MUNDUGLEO);18H00179;UNIDAD EDUCATIVA AUGUSTO NICOLAS MARTINEZ;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C10;TUNGURAHUA;AMBATO;AUGUSTO N. MARTÍNEZ (MUNDUGLEO);18H00182;ESCUELA DE EDUCACION BASICA MACARA;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C10;TUNGURAHUA;AMBATO;AUGUSTO N. MARTÍNEZ (MUNDUGLEO);18B00052;ESCUELA DE EDUCACION BASICA NEPTALI SANCHO ;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C10;TUNGURAHUA;AMBATO;CONSTANTINO FERNÁNDEZ (CAB. EN CULLITAHUA);18H00189;UNIDAD EDUCATIVA HONORATO VÁSQUEZ;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C01_05_06;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00193;ESCUELA DE EDUCACION BASICA DR.ALONSO CASTILLO;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C12;TUNGURAHUA;AMBATO;HUACHI GRANDE;18H00195;UNIDAD EDUCATIVA HONDURAS;FISCAL;SIERRA;ACTIVO
7    ;11D01;11D01C01;LOJA;LOJA;VILCABAMBA  (VICTORIA);11H01900;ESCUELA DE EDUCACION BASICA PARTICULAR LA ;PARTICULAR;SIERRA;ACTIVO
9    ;17D07;17D07C01_06;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL ;17H00442;CENTRO DE EDUCACION INICIAL PEKE GENIOS;FISCAL;SIERRA;ACTIVO
1    ;21D02;21D02C06_b;SUCUMBIOS;LAGO AGRIO;EL ENO;21H00254;NUEVA LOJA;FISCAL;SIERRA;ACTIVO
1    ;21D03;21D03C01_a;SUCUMBIOS;CUYABENO;TARAPOA , CABECERA CANTONAL;21H00766;UNIDAD EDUCATIVA DR CESAR BORJA LAVAYEN;FISCAL;SIERRA;ACTIVO
1    ;21D03;21D03C01_b;SUCUMBIOS;CUYABENO;TARAPOA , CABECERA CANTONAL;21H00769;ESCUELA DE EDUCACIÓN BÁSICA POETA CATALINA ;FISCAL;SIERRA;ACTIVO
1    ;21D03;21D03C01_b;SUCUMBIOS;CUYABENO;TARAPOA , CABECERA CANTONAL;21H00782;ESCUELA DE EDUCACIÓN BÁSICA HERMANA MARIA CURIE;FISCAL;SIERRA;ACTIVO
1    ;21D03;21D03C01_b;SUCUMBIOS;CUYABENO;TARAPOA , CABECERA CANTONAL;21H00784;ESCUELA DE EDUCACIÓN BÁSICA ESPAÑA;FISCAL;SIERRA;ACTIVO
1    ;21D03;21D03C01_a;SUCUMBIOS;CUYABENO;AGUAS NEGRAS;21H00786;GENERAL MIGUEL ITURRALDE;FISCAL;SIERRA;ACTIVO
1    ;21D03;21D03C01_a;SUCUMBIOS;CUYABENO;AGUAS NEGRAS;21H00787;UNIDAD EDUCATIVA RIO QUININDE;FISCAL;SIERRA;ACTIVO
1    ;21D03;21D03C01_a;SUCUMBIOS;CUYABENO;AGUAS NEGRAS;21H00789;ESCUELA DE EDUCACIÓN BÁSICA HUAYNA CAPAC;FISCAL;SIERRA;ACTIVO
1    ;21D03;21D03C03_a;SUCUMBIOS;PUTUMAYO;SANTA ELENA;21H00800;ESCUELA DE EDUCACIÓN BÁSICA JUAN SALINAS;FISCAL;SIERRA;ACTIVO
1    ;21D02;21D02C05_a;SUCUMBIOS;LAGO AGRIO;JAMBELÍ;21H00802;MANUELA ESPEJO;FISCAL;SIERRA;ACTIVO
1    ;21D02;21D02C05_a;SUCUMBIOS;LAGO AGRIO;JAMBELÍ;21H00803;EDUARDO KIGMAN;FISCAL;SIERRA;ACTIVO
1    ;21D02;21D02C08;SUCUMBIOS;LAGO AGRIO;GENERAL FARFÁN;21H00805;ARQUIMIDES;FISCAL;SIERRA;ACTIVO
1    ;21D02;21D02C01;SUCUMBIOS;LAGO AGRIO;NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL;21H00806;LAGO AGRIO AMAZONICO;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C01_02_03_06;TUNGURAHUA;AMBATO;MATRIZ;18B00006;UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE PCEI ;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C10;TUNGURAHUA;AMBATO;AUGUSTO N. MARTÍNEZ (MUNDUGLEO);18B00008;UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C09_d;TUNGURAHUA;AMBATO;JUAN BENIGNO VELA;18B00011;UNIDAD EDUCATIVA DEL MILENIO INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C09_c;TUNGURAHUA;AMBATO;PILAGÜÍN (PILAHÜÍN);18B00014;ESCUELA DE EDUCACION BASICA INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C09_b;TUNGURAHUA;AMBATO;PILAGÜÍN (PILAHÜÍN);18B00019;"UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE ""DR. ";FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C09_b;TUNGURAHUA;AMBATO;PILAGÜÍN (PILAHÜÍN);18B00024;UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE ;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C09_b;TUNGURAHUA;AMBATO;PILAGÜÍN (PILAHÜÍN);18B00025;ESCUELA DE EDUCACIÓN BÁSICA INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C09_a;TUNGURAHUA;AMBATO;PILAGÜÍN (PILAHÜÍN);18B00029;ESCUELA DE EDUCACIÓN BÁSICA INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C09_c;TUNGURAHUA;AMBATO;PILAGÜÍN (PILAHÜÍN);18B00032;ESCUELA DE EDUCACIÓN BÁSICA INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C09;TUNGURAHUA;AMBATO;QUISAPINCHA (QUIZAPINCHA);18B00037;ESCUELA DE EDUCACION BASICA INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
3    ;18D04;18D04C05;TUNGURAHUA;SAN PEDRO DE PELILEO;EL ROSARIO (RUMICHACA);18B00044;C.E.C.I.B.E.B. DR.JAIME ROLDOS AGUILERA;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C04_08;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00001;UNIDAD EDUCATIVA RUMIÑAHUI;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C04_08;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00002;UNIDAD EDUCATIVA GENESIS;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C04_08;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00004;UNIDAD EDUCATIVA HORIZONTES;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C04_08;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00010;UNIDAD EDUCATIVA SANTO DOMINGO DE GUZMAN;PARTICULAR;SIERRA;ACTIVO
3    ;18D04;18D04C06;TUNGURAHUA;SAN PEDRO DE PELILEO;CHIQUICHA (CAB. EN CHIQUICHA GRANDE);18H00012;UNIDAD EDUCATIVA CAP. GIOVANNI CALLES;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C04_08;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00016;UNIDAD EDUCATIVA SAN ALFONSO;PARTICULAR;SIERRA;ACTIVO
3    ;18D01;18D01C09;TUNGURAHUA;AMBATO;QUISAPINCHA (QUIZAPINCHA);18B00035;UNIDAD EDUCATIVA DEL MILENIO INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C03_04_08;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00020;UNIDAD EDUCATIVA FRANCISCO FLOR;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C02_07;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00022;ESCUELA DE EDUCACION BASICA FE Y ALEGRIA;FISCOMISIONAL;SIERRA;ACTIVO
3    ;18D02;18D02C03_04_08;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00026;UNIDAD EDUCATIVA LUIS A. MARTÍNEZ;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C01_05_06;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00030;ESCUELA DE EDUCACION BASICA IBEROAMERICA;PARTICULAR;SIERRA;ACTIVO
3    ;18D02;18D02C03_04_08;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00036;UNIDAD EDUCATIVA MARIO COBO BARONA;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C03_04_08;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00043;UNIDAD EDUCATIVA INDOAMERICA;PARTICULAR;SIERRA;ACTIVO
3    ;18D02;18D02C03_04_08;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00044;UNIDAD EDUCATIVA RICARDO  DESCALZI;PARTICULAR;SIERRA;ACTIVO
3    ;18D02;18D02C03_04_08;TUNGURAHUA;AMBATO;CELIANO MONGE;18H00017;UNIDAD EDUCATIVA JUAN LEON MERA LA SALLE;PARTICULAR;SIERRA;ACTIVO
3    ;18D02;18D02C01_05_06;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00047;UNIDAD EDUCATIVA SUIZO;PARTICULAR;SIERRA;ACTIVO
3    ;18D02;18D02C03_04_08;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00049;UNIDAD EDUCATIVA PCEI TUNGURAHUA ;FISCOMISIONAL;SIERRA;ACTIVO
1    ;21D03;21D03C03_a;SUCUMBIOS;PUTUMAYO;SANTA ELENA;21B00182;CECIBDE EDUCACIÓN BÁSICA LOS CHIPAROS ;FISCAL;SIERRA;ACTIVO
1    ;21D01;21D01C02_b;SUCUMBIOS;GONZALO PIZARRO;GONZALO PIZARRO;21H00811;16 DE AGOSTO;FISCAL;SIERRA;ACTIVO
1    ;21D03;21D03C03_a;SUCUMBIOS;PUTUMAYO;SANTA ELENA;21H00812;ESCUELA DE EDUCACIÓN BÁSICA CAÑARIS;FISCAL;SIERRA;ACTIVO
3    ;06D04;06D04C06;CHIMBORAZO;GUAMOTE;GUAMOTE, CABECERA CANTONAL;06B00640;UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL ;PARTICULAR;SIERRA;ACTIVO
3    ;06D04;06D04C07;CHIMBORAZO;GUAMOTE;GUAMOTE, CABECERA CANTONAL;06H01528;CECIBEB CORDILLERA DE LOS ANDES;FISCAL;SIERRA;ACTIVO
3    ;06D04;06D04C01_a;CHIMBORAZO;COLTA;VILLA LA UNIÓN (CAJABAMBA), CABECERA CANTONAL;06H01530;UNIDAD EDUCATIVA CICALPA;FISCAL;SIERRA;ACTIVO
1    ;21D04;21D04C02;SUCUMBIOS;SHUSHUFINDI;SHUSHUFINDI, CABECERA CANTONAL;21H00823;UNIDAD EDUCATIVA ESPECIALIZADA “LENIN MORENO ;FISCAL;SIERRA;ACTIVO
3    ;06D01;06D01C02;CHIMBORAZO;RIOBAMBA;LIZARZABURU;06B00646;COLEGIO DE BACHILLERATO INTERCULTURAL BILINGÜE ;PARTICULAR;SIERRA;ACTIVO
1    ;21D02;21D02C05_b;SUCUMBIOS;LAGO AGRIO;SANTA CECILIA;21B00197;LUKATA PAMPA;FISCAL;SIERRA;ACTIVO
1    ;21D02;21D02C02_03;SUCUMBIOS;LAGO AGRIO;NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL;21H00826;UNIDAD EDUCATIVA PARTICULAR CENTEBAD;PARTICULAR;SIERRA;ACTIVO
1    ;21D03;21D03C01_b;SUCUMBIOS;CUYABENO;TARAPOA , CABECERA CANTONAL;21H00837;UNIDAD EDUCATIVA FISCOMISIONAL PCEI JUAN RAMÓN ;FISCOMISIONAL;SIERRA;ACTIVO
1    ;21D02;21D02C04;SUCUMBIOS;LAGO AGRIO;NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL;21H00838;UNIDAD EDUCATIVA FISCOMISIONAL PCEI JUAN RAMON ;FISCOMISIONAL;SIERRA;ACTIVO
1    ;21D01;21D01C01_b;SUCUMBIOS;CASCALES;EL DORADO DE CASCALES, CABECERA CANTONAL;21B00225;CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
1    ;21D02;21D02C01;SUCUMBIOS;LAGO AGRIO;NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL;21H00855;JORGE GONZALES GRANDA;FISCAL;SIERRA;ACTIVO
1    ;21D04;21D04C02;SUCUMBIOS;SHUSHUFINDI;SHUSHUFINDI, CABECERA CANTONAL;21H00859;UNIDAD EDUCATIVA TENIENTE CORONEL LAURO ;FISCAL;SIERRA;ACTIVO
1    ;21D03;21D03C01_a;SUCUMBIOS;CUYABENO;TARAPOA , CABECERA CANTONAL;21H00860;JUAN RAMON JIMENEZ HERRERA EXTENSION PUERTO ;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C02_07;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18B00001;UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE ;FISCAL;SIERRA;ACTIVO
3    ;18D01;18D01C09;TUNGURAHUA;AMBATO;QUISAPINCHA (QUIZAPINCHA);18B00002;UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
3    ;18D04;18D04C05;TUNGURAHUA;SAN PEDRO DE PELILEO;BENÍTEZ (PACHANLICA);18H00404;UNIDAD EDUCATIVA PCEI PATATE;FISCAL;SIERRA;ACTIVO
6    ;01D02;01D02C04_07;AZUAY;CUENCA;CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.;01H00088;ESCUELA DE EDUCACIÓN BÁSICA VICTOR MANUEL ;FISCAL;SIERRA;ACTIVO
6    ;14D06;14D06C02_a;MORONA SANTIAGO;LIMÓN INDANZA;SAN ANTONIO (CAB. EN SAN ANTONIO CENTRO);14H00221;ESCUELA DE EDUCACIÓN BÁSICA RIO BLANCO;FISCAL;SIERRA;ACTIVO
2    ;15D01;15D01C04_05_a;NAPO;TENA;TENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL;15B00116;22 DE MAYO;FISCAL;SIERRA;ACTIVO
3    ;06D01;06D01C18_b;CHIMBORAZO;RIOBAMBA;FLORES;06H00369;ESCUELA DE EDUCACION BASICA LIBERTAD;FISCAL;SIERRA;ACTIVO
6    ;01D02;01D02C05_06;AZUAY;CUENCA;CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.;01H00035;UNIDAD EDUCATIVA LA INMACULADA;FISCAL;SIERRA;ACTIVO
3    ;16D02;16D02C01_d;PASTAZA;ARAJUNO;ARAJUNO, CABECERA CANTONAL;16H00187;CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
6    ;01D02;01D02C18_19;AZUAY;CUENCA;VALLE;01B00032;CECIB DE EDUCACIÓN BÁSICA XAVIER MUÑOZ CHÁVEZ;FISCAL;SIERRA;ACTIVO
3    ;06D05;06D05C02_b;CHIMBORAZO;GUANO;GUANO, CABECERA CANTONAL;06H01139;ESCUELA DE EDUCACION BASICA REINO DE BELGICA;FISCAL;SIERRA;ACTIVO
7    ;11D02;11D02C02_03;LOJA;CATAMAYO;CATAMAYO (LA TOMA), CABECERA CANTONAL;11H00434;ESCUELA DE EDUCACIÓN BÁSICA ULPIANO MOSCOSO;FISCAL;SIERRA;ACTIVO
6    ;14D06;14D06C02_a;MORONA SANTIAGO;LIMÓN INDANZA;SAN ANTONIO (CAB. EN SAN ANTONIO CENTRO);14H00222;ESCUELA DE EDUCACIÓN BÁSICA DOLORES HUGO;FISCAL;SIERRA;ACTIVO
7    ;19D02;19D02C01;ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI, CABECERA CANTONAL;19B00013;CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C10;TUNGURAHUA;AMBATO;SANTA ROSA;18H00042;ESCUELA DE EDUCACION BASICA TENIENTE HUGO ORTIZ;FISCAL;SIERRA;ACTIVO
3    ;05D04;05D04C01;COTOPAXI;SAQUISILÍ;SAQUISILÍ, CABECERA CANTONAL;05H00689;ESCUELA DE EDUCACION BASICA VICTOR MANUEL ;FISCAL;SIERRA;ACTIVO
3    ;05D04;05D04C06_a;COTOPAXI;PUJILÍ;ZUMBAHUA;05B00055;CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
2    ;22D02;22D02C02_b;ORELLANA;LORETO;PUERTO MURIALDO;22B00122;URITU URKU;FISCAL;SIERRA;ACTIVO
2    ;22D02;22D02C02_b;ORELLANA;LORETO;PUERTO MURIALDO;22B00125;TUMBEZ MARAÑON;FISCAL;SIERRA;ACTIVO
3    ;16D01;16D01C11_a;PASTAZA;MERA;SHELL;16H00008;"ESCUELA DE EDUCACIÓN BÁSICA ""OCTAVIO ZURITA""";FISCAL;SIERRA;ACTIVO
7    ;19D01;19D01C07;ZAMORA CHINCHIPE;YACUAMBÍ;28 DE MAYO (SAN JOSÉ DE YACUAMBI), CABECERA CANTONAL;19H00516;ESCUELA DE EDUCACION BASICA GLORIA ALBERTINA ;FISCAL;SIERRA;ACTIVO
2    ;22D02;22D02C02_b;ORELLANA;LORETO;PUERTO MURIALDO;22B00127;CARLOS JULIO AROSEMENA TOLA;FISCAL;SIERRA;ACTIVO
1    ;21D03;21D03C04;SUCUMBIOS;PUTUMAYO;PUERTO EL CARMEN DEL PUTUMAYO, CABECERA CANTONAL;21B00076;CECIB GUAYAS;FISCAL;SIERRA;ACTIVO
7    ;11D01;11D01C08_15_19;LOJA;LOJA;LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL;11H00235;ESCUELA DE EDUCACION BASICA ROSA JOSEFINA BURNEO ;FISCAL;SIERRA;ACTIVO
2    ;22D02;22D02C04;ORELLANA;ORELLANA;PUERTO FRANCISCO DE ORELLANA (EL COCA),CABECERA CANTONAL ;22B00026;LUIS FERNANDO VIVERO;FISCAL;SIERRA;ACTIVO
2    ;22D02;22D02C07_c;ORELLANA;ORELLANA;LA BELLEZA;22B00022;JUAN CHUINT;FISCAL;SIERRA;ACTIVO
2    ;22D02;22D02C07_c;ORELLANA;ORELLANA;LA BELLEZA;22B00056;1 DE MAYO;FISCAL;SIERRA;ACTIVO
2    ;22D02;22D02C07_c;ORELLANA;ORELLANA;LA BELLEZA;22H00213;BRISAS DEL RIO TIPUTINI;FISCAL;SIERRA;ACTIVO
1    ;21D01;21D01C02_c;SUCUMBIOS;GONZALO PIZARRO;LUMBAQUÍ, CABECERA CANTONAL;21H00691;GENERAL PINTAG;FISCAL;SIERRA;ACTIVO
3    ;18D02;18D02C01_05_06;TUNGURAHUA;AMBATO;AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL;18H00147;UNIDAD EDUCATIVA LUIS FELIPE BORJA;FISCAL;SIERRA;ACTIVO
3    ;05D04;05D04C02_a;COTOPAXI;SAQUISILÍ;CANCHAGUA;05B00015;CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
3    ;05D01;05D01C01;COTOPAXI;LATACUNGA;TOACASO;05H00213;UNIDAD EDUCATIVA “DR. MARIO MALDONADO”;FISCAL;SIERRA;ACTIVO
2    ;22D01;22D01C02_a;ORELLANA;LA JOYA DE LOS SACHAS;RUMIPAMBA;21H00601;GUALACEO;FISCAL;SIERRA;ACTIVO
2    ;22D01;22D01C04;ORELLANA;LA JOYA DE LOS SACHAS;UNIÓN MILAGREÑA;22H00351;RUMIÑAHUI;FISCAL;SIERRA;ACTIVO
6    ;14D02;14D02C03_b;MORONA SANTIAGO;HUAMBOYA;CHIGUAZA;14H00553;ESCUELA DE EDUCACION BASICA DR ROBERTO ;FISCAL;SIERRA;ACTIVO
6    ;14D03;14D03C02_b;MORONA SANTIAGO;SUCÚA;ASUNCIÓN;14H00374;ESCUELA DE EDUCACIÓN BÁSICA ABEL CALDERÓN;FISCAL;SIERRA;ACTIVO
3    ;06D04;06D04C09_b;CHIMBORAZO;GUAMOTE;PALMIRA;06H00671;ESCUELA DE EDUCACIÓN BÁSICA PEDRO JORGE VERA;FISCAL;SIERRA;ACTIVO
5    ;02D02;02D02C02_b;BOLIVAR;CHILLANES;CHILLANES, CABECERA CANTONAL;02H00264;EEB 9 DE OCTUBRE;FISCAL;SIERRA;ACTIVO
7    ;19D04;19D04C02;ZAMORA CHINCHIPE;YANTZAZA;LOS ENCUENTROS;19H00586;UNIDAD EDUCATIVA DEL MILENIO 10 DE NOVIEMBRE;FISCAL;SIERRA;ACTIVO
6    ;14D01;14D01C06_c;MORONA SANTIAGO;MORONA;SEVILLA DON BOSCO;14B00425;CECIB DE EDUCACION BASICA  NATALIA CHIRIAP;FISCAL;SIERRA;ACTIVO
5    ;02D03;02D03C06;BOLIVAR;SAN MIGUEL;SANTIAGO;06B00334;CECIBEB AB. JAIME HURTADO GONZALEZ;FISCAL;SIERRA;ACTIVO
3    ;05D04;05D04C02_a;COTOPAXI;SAQUISILÍ;CANCHAGUA;05B00014;CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL ;FISCAL;SIERRA;ACTIVO
7    ;19D02;19D02C03;ZAMORA CHINCHIPE;NANGARITZA;NUEVO PARAÍSO;19H00225;UNIDAD EDUCATIVA TENIENTE SEGUNDO QUIROZ;FISCAL;SIERRA;ACTIVO
7    ;11D01;11D01C06_18;LOJA;LOJA;LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL;11H00155;ESCUELA DE EDUCACIÓN BÁSICA DR. REINALDO ;FISCAL;SIERRA;ACTIVO
6    ;03D02;03D02C04_b;CAÑAR;CAÑAR;HONORATO VÁSQUEZ (TAMBO VIEJO);03H00118;ESCUELA DE EDUCACIÓN BÁSICA MARCELO ESPINOZA ;FISCAL;SIERRA;ACTIVO
